id,status,currency,country_code,country_name
2832,failed,NGN,NG,Nigeria
2833,abandoned,NGN,null,null
2834,abandoned,NGN,null,null
2835,abandoned,USD,null,null
2836,success,USD,US,United States
2837,failed,NGN,NG,Nigeria
2838,abandoned,NGN,null,null
2839,abandoned,USD,null,null
2840,abandoned,NGN,null,null
2841,success,NGN,NG,Nigeria
2842,abandoned,USD,null,null
2843,abandoned,NGN,null,null
2844,success,NGN,NG,Nigeria
2845,abandoned,USD,US,United States
2846,abandoned,USD,null,null
2847,failed,NGN,NG,Nigeria
2848,failed,NGN,NG,Nigeria
2849,success,NGN,NG,Nigeria
2850,success,NGN,NG,Nigeria
2851,abandoned,NGN,null,null
2852,failed,NGN,GB,United Kingdom
2853,success,NGN,NG,Nigeria
2854,success,NGN,NG,Nigeria
2855,success,NGN,NG,Nigeria
2856,success,NGN,NG,Nigeria
2857,success,USD,AE,United Arab Emirate
2858,success,NGN,NG,Nigeria
2859,abandoned,NGN,NG,Nigeria
2860,abandoned,NGN,null,null
2861,success,NGN,NG,Nigeria
2862,success,NGN,NG,Nigeria
2863,success,NGN,NG,Nigeria
2864,reversed,NGN,NG,Nigeria
2865,abandoned,USD,null,null
2866,abandoned,NGN,null,null
2867,success,NGN,NG,Nigeria
2868,success,NGN,NG,Nigeria
2869,success,NGN,NG,Nigeria
2870,abandoned,NGN,null,null
2871,abandoned,NGN,null,null
2872,success,NGN,US,United States
2873,abandoned,NGN,null,null
